11/07/2025,01:40:33,30.2,48.6,1087
11/07/2025,01:40:37,30.2,48.6,1088
11/07/2025,01:40:40,30.2,48.6,1085
11/07/2025,01:40:43,30.2,48.6,1084
11/07/2025,01:40:46,30.2,48.6,1083
11/07/2025,01:40:49,30.2,48.6,1084
11/07/2025,01:40:52,30.2,48.6,1083
11/07/2025,01:40:55,30.2,48.5,1083
11/07/2025,01:40:58,30.2,48.6,1082
11/07/2025,01:41:02,30.2,48.5,1079
11/07/2025,01:41:05,30.2,48.6,1082
11/07/2025,01:41:08,30.2,48.6,1083
11/07/2025,01:41:11,30.2,48.6,1079
11/07/2025,01:41:14,30.2,48.6,1085
11/07/2025,01:41:17,30.2,48.6,1087
11/07/2025,01:41:20,30.2,48.5,1083
11/07/2025,01:41:24,30.2,48.5,1081
11/07/2025,01:41:27,30.2,48.5,1085
11/07/2025,01:41:30,30.2,48.6,1079
11/07/2025,01:41:33,30.2,48.6,1081
11/07/2025,01:41:36,30.2,48.5,1079
11/07/2025,01:41:39,30.2,48.5,1081
11/07/2025,01:41:42,30.2,48.5,1078
11/07/2025,01:41:46,30.2,48.5,1079
11/07/2025,01:41:49,30.2,48.5,1086
11/07/2025,01:41:52,30.2,48.5,1079
11/07/2025,01:41:55,30.2,48.5,1078
11/07/2025,01:41:58,30.2,48.5,1077
11/07/2025,01:42:01,30.2,48.5,1077
11/07/2025,01:42:04,30.2,48.5,1078
11/07/2025,01:42:07,30.2,48.5,1075
11/07/2025,01:42:11,30.2,48.5,1078
11/07/2025,01:42:14,30.2,48.5,1078
11/07/2025,01:42:17,30.2,48.5,1078
11/07/2025,01:42:20,30.2,48.5,1077
11/07/2025,01:42:23,30.2,48.5,1075
11/07/2025,01:42:26,30.2,48.5,1076
11/07/2025,01:42:29,30.2,48.5,1078
11/07/2025,01:42:32,30.2,48.5,1074
11/07/2025,01:42:35,30.2,48.5,1075
11/07/2025,01:42:39,30.2,48.5,1073
11/07/2025,01:42:42,30.2,48.5,1073
11/07/2025,01:42:45,30.2,48.5,1074
11/07/2025,01:42:48,30.2,48.5,1072
11/07/2025,01:42:51,30.2,48.5,1073
11/07/2025,01:42:54,30.2,48.6,1073
11/07/2025,01:42:57,30.2,48.6,1074
11/07/2025,01:43:01,30.2,48.6,1073
11/07/2025,01:43:04,30.2,48.6,1075
11/07/2025,01:43:07,30.2,48.6,1075
11/07/2025,01:43:10,30.2,48.6,1072
11/07/2025,01:43:13,30.2,48.5,1072
11/07/2025,01:43:16,30.2,48.5,1073
11/07/2025,01:43:19,30.2,48.5,1072
11/07/2025,01:43:22,30.2,48.5,1073
11/07/2025,01:43:26,30.2,48.5,1074
11/07/2025,01:43:29,30.2,48.5,1073
11/07/2025,01:43:32,30.2,48.6,1073
11/07/2025,01:43:35,30.2,48.5,1072
11/07/2025,01:43:38,30.2,48.6,1072
11/07/2025,01:43:41,30.2,48.6,1073
11/07/2025,01:43:44,30.2,48.5,1072
11/07/2025,01:43:48,30.2,48.6,1072
11/07/2025,01:43:53,30.2,48.5,1073
11/07/2025,01:43:56,30.2,48.5,1072
11/07/2025,01:43:59,30.2,48.5,1073
11/07/2025,01:44:03,30.2,48.5,1072
11/07/2025,01:44:06,30.2,48.5,1071
11/07/2025,01:44:09,30.2,48.5,1072
11/07/2025,01:44:12,30.2,48.6,1071
11/07/2025,01:44:15,30.2,48.6,1072
11/07/2025,01:44:18,30.2,48.6,1072
11/07/2025,01:44:21,30.2,48.6,1072
11/07/2025,01:44:24,30.2,48.6,1072
11/07/2025,01:44:28,30.3,48.6,1072
11/07/2025,01:44:31,30.3,48.6,1072
11/07/2025,01:44:34,30.2,48.5,1072
11/07/2025,01:44:37,30.3,48.5,1071
11/07/2025,01:44:40,30.2,48.5,1072
11/07/2025,01:44:43,30.2,48.5,1071
11/07/2025,01:44:46,30.2,48.5,1071
11/07/2025,01:44:50,30.2,48.5,1071
11/07/2025,01:44:53,30.3,48.5,1070
11/07/2025,01:44:56,30.3,48.5,1070
11/07/2025,01:44:59,30.3,48.4,1069
11/07/2025,01:45:02,30.2,48.4,1068
11/07/2025,01:45:05,30.3,48.4,1071
11/07/2025,01:45:08,30.3,48.5,934
11/07/2025,01:45:12,30.3,48.4,1069
11/07/2025,01:45:15,30.3,48.5,1070
11/07/2025,01:45:18,30.3,48.4,1070
11/07/2025,01:45:21,30.3,48.4,1065
11/07/2025,01:45:24,30.3,48.4,1070
11/07/2025,01:45:27,30.3,48.5,1068
11/07/2025,01:45:31,30.3,48.4,1070
11/07/2025,01:45:34,30.3,48.5,1067
11/07/2025,01:45:37,30.3,48.5,1069
11/07/2025,01:45:40,30.3,48.5,1066
11/07/2025,01:45:43,30.3,48.4,1069
11/07/2025,01:45:46,30.3,48.4,1069
11/07/2025,01:45:49,30.3,48.4,1065
11/07/2025,01:45:52,30.3,48.4,1073
11/07/2025,01:45:56,30.3,48.4,1067
11/07/2025,01:45:59,30.3,48.4,1068
11/07/2025,01:46:02,30.3,48.4,1065
11/07/2025,01:46:05,30.3,48.4,1069
11/07/2025,01:46:08,30.3,48.4,1067
11/07/2025,01:46:11,30.3,48.4,1067
11/07/2025,01:46:14,30.3,48.4,1067
11/07/2025,01:46:17,30.3,48.4,1072
11/07/2025,01:46:21,30.3,48.4,1069
11/07/2025,01:46:24,30.3,48.4,1066
11/07/2025,01:46:27,30.3,48.4,1067
11/07/2025,01:46:30,30.3,48.3,1068
11/07/2025,01:46:33,30.3,48.4,1066
11/07/2025,01:46:36,30.3,48.4,1071
11/07/2025,01:46:39,30.3,48.4,1067
11/07/2025,01:46:43,30.3,48.4,1063
11/07/2025,01:46:46,30.3,48.5,1065
11/07/2025,01:46:49,30.3,48.4,1063
11/07/2025,01:46:52,30.3,48.4,1067
11/07/2025,01:46:55,30.3,48.4,1063
11/07/2025,01:46:58,30.3,48.4,1063
11/07/2025,01:47:01,30.3,48.4,1063
11/07/2025,01:47:04,30.3,48.4,1064
11/07/2025,01:47:08,30.3,48.4,1070
11/07/2025,01:47:11,30.3,48.4,1067
11/07/2025,01:47:14,30.3,48.4,1067
11/07/2025,01:47:17,30.3,48.4,1064
11/07/2025,01:47:20,30.3,48.4,1066
11/07/2025,01:47:23,30.3,48.4,1062
11/07/2025,01:47:27,30.3,48.4,1066
11/07/2025,01:47:30,30.3,48.4,1063
11/07/2025,01:47:33,30.3,48.4,1059
11/07/2025,01:47:36,30.3,48.4,1063
11/07/2025,01:47:39,30.3,48.4,1065
11/07/2025,01:47:42,30.3,48.4,1062
11/07/2025,01:47:45,30.3,48.4,1065
11/07/2025,01:47:48,30.3,48.4,1065
11/07/2025,01:47:52,30.3,48.4,1067
11/07/2025,01:47:55,30.3,48.4,1063
11/07/2025,01:47:58,30.3,48.4,1063
11/07/2025,01:48:01,30.3,48.4,1065
11/07/2025,01:48:04,30.3,48.4,1061
11/07/2025,01:48:07,30.3,48.4,1061
11/07/2025,01:48:10,30.3,48.4,1059
11/07/2025,01:48:13,30.3,48.4,1059
11/07/2025,01:48:17,30.3,48.4,1070
11/07/2025,01:48:20,30.3,48.4,1065
11/07/2025,01:48:23,30.3,48.3,1062
11/07/2025,01:48:26,30.3,48.3,1063
11/07/2025,01:48:29,30.3,48.3,1071
11/07/2025,01:48:32,30.3,48.4,1060
11/07/2025,01:48:36,30.4,48.3,1063
11/07/2025,01:48:39,30.3,48.3,1059
11/07/2025,01:48:42,30.3,48.3,1059
11/07/2025,01:48:45,30.3,48.3,1061
11/07/2025,01:48:48,30.4,48.3,1062
11/07/2025,01:48:51,30.4,48.3,1060
11/07/2025,01:48:54,30.4,48.3,1062
11/07/2025,01:48:57,30.3,48.3,1061
11/07/2025,01:49:01,30.4,48.3,1061
11/07/2025,01:49:04,30.4,48.3,1062
11/07/2025,01:49:07,30.4,48.3,1065
11/07/2025,01:49:10,30.3,48.3,1061
11/07/2025,01:49:13,30.4,48.3,1061
11/07/2025,01:49:16,30.3,48.4,1068
11/07/2025,01:49:19,30.3,48.3,1063
11/07/2025,01:49:22,30.4,48.3,1061
11/07/2025,01:49:26,30.4,48.4,1061
11/07/2025,01:49:29,30.4,48.3,1063
11/07/2025,01:49:32,30.4,48.3,1060
11/07/2025,01:49:35,30.3,48.3,1061
11/07/2025,01:49:38,30.3,48.3,1059
11/07/2025,01:49:41,30.4,48.3,1061
11/07/2025,01:49:44,30.4,48.3,1064
11/07/2025,01:49:47,30.3,48.3,1055
11/07/2025,01:49:50,30.3,48.3,1061
11/07/2025,01:49:54,30.3,48.3,1061
11/07/2025,01:49:57,30.3,48.3,1061
11/07/2025,01:50:00,30.4,48.4,1061
11/07/2025,01:50:03,30.3,48.3,1059
11/07/2025,01:50:06,30.3,48.3,1057
11/07/2025,01:50:09,30.3,48.3,1056
11/07/2025,01:50:12,30.3,48.3,1059
11/07/2025,01:50:16,30.3,48.3,1058
11/07/2025,01:50:19,30.4,48.3,1059
11/07/2025,01:50:22,30.3,48.3,1065
11/07/2025,01:50:25,30.3,48.3,1058
11/07/2025,01:50:28,30.3,48.3,1058
11/07/2025,01:50:31,30.3,48.3,1059
11/07/2025,01:50:34,30.3,48.3,1057
11/07/2025,01:50:37,30.3,48.3,1058
11/07/2025,01:50:41,30.3,48.3,1058
11/07/2025,01:50:44,30.3,48.4,1057
11/07/2025,01:50:47,30.3,48.3,1057
11/07/2025,01:50:50,30.3,48.3,1058
11/07/2025,01:50:53,30.3,48.4,1055
11/07/2025,01:50:56,30.3,48.4,1059
11/07/2025,01:50:59,30.4,48.4,1059
11/07/2025,01:51:02,30.3,48.4,1058
11/07/2025,01:51:06,30.3,48.3,1056
11/07/2025,01:51:09,30.3,48.4,1059
11/07/2025,01:51:12,30.3,48.3,1056
11/07/2025,01:51:15,30.3,48.4,1052
11/07/2025,01:51:18,30.3,48.4,1055
11/07/2025,01:51:21,30.3,48.4,1054
11/07/2025,01:51:24,30.3,48.4,1054
11/07/2025,01:51:28,30.3,48.4,1053
11/07/2025,01:51:31,30.3,48.4,1053
11/07/2025,01:51:34,30.3,48.4,1056
11/07/2025,01:51:37,30.3,48.5,1056
11/07/2025,01:51:40,30.3,48.5,1057
11/07/2025,01:51:43,30.3,48.5,1057
11/07/2025,01:51:46,30.3,48.4,1055
11/07/2025,01:51:49,30.3,48.4,1056
11/07/2025,01:51:53,30.3,48.4,1052
11/07/2025,01:51:56,30.3,48.4,1056
11/07/2025,01:51:59,30.3,48.3,1057
11/07/2025,01:52:02,30.3,48.4,1053
11/07/2025,01:52:05,30.3,48.3,1055
11/07/2025,01:52:08,30.3,48.3,1057
11/07/2025,01:52:11,30.3,48.4,1051
11/07/2025,01:52:14,30.3,48.3,1055
11/07/2025,01:52:18,30.3,48.4,1054
11/07/2025,01:52:21,30.3,48.4,1056
11/07/2025,01:52:24,30.3,48.4,1054
11/07/2025,01:52:27,30.3,48.4,1055
11/07/2025,01:52:30,30.3,48.4,1054
11/07/2025,01:52:33,30.3,48.4,1052
11/07/2025,01:52:36,30.3,48.4,1051
11/07/2025,01:52:39,30.3,48.4,1054
11/07/2025,01:52:42,30.3,48.4,1053
11/07/2025,01:52:46,30.3,48.4,1052
11/07/2025,01:52:49,30.3,48.4,1053
11/07/2025,01:52:52,30.3,48.5,1053
11/07/2025,01:52:55,30.3,48.4,1053
11/07/2025,01:52:58,30.3,48.4,1053
11/07/2025,01:53:01,30.3,48.4,1053
11/07/2025,01:53:04,30.3,48.4,1051
11/07/2025,01:53:08,30.3,48.4,1050
11/07/2025,01:53:11,30.3,48.4,1053
11/07/2025,01:53:14,30.3,48.4,1052
11/07/2025,01:53:17,30.3,48.4,1057
11/07/2025,01:53:20,30.3,48.4,1055
11/07/2025,01:53:23,30.3,48.4,1051
11/07/2025,01:53:26,30.3,48.4,1052
11/07/2025,01:53:29,30.3,48.4,1050
11/07/2025,01:53:32,30.3,48.5,1047
11/07/2025,01:53:36,30.3,48.5,1051
11/07/2025,01:53:39,30.3,48.4,1051
11/07/2025,01:53:42,30.3,48.4,1051
11/07/2025,01:53:45,30.3,48.5,1053
11/07/2025,01:53:48,30.3,48.4,1056
11/07/2025,01:53:51,30.3,48.4,1049
11/07/2025,01:53:55,30.3,48.4,1053
11/07/2025,01:53:58,30.3,48.4,1051
11/07/2025,01:54:01,30.3,48.4,1050
11/07/2025,01:54:04,30.3,48.4,1049
11/07/2025,01:54:07,30.3,48.4,1047
11/07/2025,01:54:10,30.3,48.4,1052
11/07/2025,01:54:13,30.3,48.4,1047
11/07/2025,01:54:17,30.3,48.4,1047
11/07/2025,01:54:20,30.3,48.4,1051
11/07/2025,01:54:23,30.3,48.5,1049
11/07/2025,01:54:26,30.3,48.4,1046
11/07/2025,01:54:29,30.3,48.4,1056
11/07/2025,01:54:32,30.3,48.4,1053
11/07/2025,01:54:35,30.3,48.4,1047
11/07/2025,01:54:38,30.3,48.4,1049
11/07/2025,01:54:41,30.3,48.4,1049
11/07/2025,01:54:45,30.3,48.4,1049
11/07/2025,01:54:48,30.3,48.4,1047
11/07/2025,01:54:51,30.3,48.4,1049
11/07/2025,01:54:54,30.3,48.4,1055
11/07/2025,01:54:57,30.3,48.4,1052
11/07/2025,01:55:00,30.3,48.4,1053
11/07/2025,01:55:03,30.3,48.4,1050
11/07/2025,01:55:07,30.3,48.4,1050
11/07/2025,01:55:10,30.3,48.4,1052
11/07/2025,01:55:13,30.3,48.4,1055
11/07/2025,01:55:16,30.3,48.4,1052
11/07/2025,01:55:19,30.3,48.4,1050
11/07/2025,01:55:22,30.3,48.4,1050
11/07/2025,01:55:25,30.3,48.4,1054
11/07/2025,01:55:29,30.3,48.4,1047
11/07/2025,01:55:32,30.3,48.4,1050
11/07/2025,01:55:35,30.3,48.4,1049
11/07/2025,01:55:38,30.3,48.3,1050
11/07/2025,01:55:41,30.4,48.4,1049
11/07/2025,01:55:44,30.4,48.4,1047
11/07/2025,01:55:47,30.3,48.4,1050
11/07/2025,01:55:50,30.3,48.4,1049
11/07/2025,01:55:53,30.3,48.4,1056
11/07/2025,01:55:57,30.4,48.4,1050
11/07/2025,01:56:00,30.4,48.4,1047
11/07/2025,01:56:03,30.4,48.3,1046
11/07/2025,01:56:06,30.4,48.3,1051
11/07/2025,01:56:09,30.4,48.3,1048
11/07/2025,01:56:12,30.4,48.3,1051
11/07/2025,01:56:15,30.4,48.3,1053
11/07/2025,01:56:19,30.4,48.4,1050
11/07/2025,01:56:22,30.4,48.4,1050
11/07/2025,01:56:25,30.4,48.3,1047
11/07/2025,01:56:28,30.4,48.3,1050
11/07/2025,01:56:31,30.4,48.3,1051
11/07/2025,01:56:34,30.4,48.3,1047
11/07/2025,01:56:37,30.4,48.3,1055
11/07/2025,01:56:40,30.4,48.3,1049
11/07/2025,01:56:44,30.4,48.3,1048
11/07/2025,01:56:47,30.4,48.3,1042
11/07/2025,01:56:50,30.4,48.3,1049
11/07/2025,01:56:53,30.4,48.3,1052
11/07/2025,01:56:56,30.4,48.3,1051
11/07/2025,01:56:59,30.4,48.3,1046
11/07/2025,01:57:02,30.4,48.3,1047
11/07/2025,01:57:05,30.4,48.4,1051
11/07/2025,01:57:09,30.4,48.4,1050
11/07/2025,01:57:12,30.4,48.4,1052
11/07/2025,01:57:15,30.4,48.3,1047
11/07/2025,01:57:18,30.4,48.3,1053
11/07/2025,01:57:21,30.4,48.3,1047
11/07/2025,01:57:24,30.4,48.3,1049
11/07/2025,01:57:27,30.4,48.3,1047
11/07/2025,01:57:30,30.4,48.3,1051
11/07/2025,01:57:34,30.4,48.3,1053
11/07/2025,01:57:37,30.4,48.3,1055
11/07/2025,01:57:40,30.4,48.3,1050
11/07/2025,01:57:43,30.4,48.4,1053
11/07/2025,01:57:46,30.4,48.4,1051
11/07/2025,01:57:49,30.4,48.4,1054
11/07/2025,01:57:53,30.4,48.4,1051
11/07/2025,01:57:56,30.4,48.4,1054
11/07/2025,01:57:59,30.4,48.4,1055
11/07/2025,01:58:02,30.4,48.4,1054
11/07/2025,01:58:05,30.4,48.4,1057
11/07/2025,01:58:08,30.4,48.4,1053
11/07/2025,01:58:11,30.4,48.4,1053
11/07/2025,01:58:15,30.4,48.4,1055
11/07/2025,01:58:18,30.4,48.3,1055
11/07/2025,01:58:21,30.4,48.4,1054
11/07/2025,01:58:24,30.4,48.4,1057
11/07/2025,01:58:27,30.4,48.3,1056
11/07/2025,01:58:30,30.4,48.3,1055
11/07/2025,01:58:33,30.4,48.4,1056
11/07/2025,01:58:36,30.4,48.3,1054
11/07/2025,01:58:40,30.5,48.3,1057
11/07/2025,01:58:43,30.5,48.3,1056
11/07/2025,01:58:46,30.4,48.3,1055
11/07/2025,01:58:49,30.4,48.3,1061
11/07/2025,01:58:52,30.5,48.3,1056
11/07/2025,01:58:55,30.4,48.3,1054
11/07/2025,01:58:58,30.5,48.3,1057
11/07/2025,01:59:02,30.4,48.3,1057
11/07/2025,01:59:05,30.4,48.3,1059
11/07/2025,01:59:08,30.4,48.3,1057
11/07/2025,01:59:11,30.4,48.3,1058
11/07/2025,01:59:14,30.4,48.3,1055
11/07/2025,01:59:17,30.4,48.3,1052
11/07/2025,01:59:20,30.5,48.3,1058
11/07/2025,01:59:24,30.5,48.3,1057
11/07/2025,01:59:27,30.5,48.4,1057
11/07/2025,01:59:30,30.5,48.3,1056
11/07/2025,01:59:33,30.5,48.4,1055
11/07/2025,01:59:36,30.5,48.4,1058
11/07/2025,01:59:39,30.5,48.4,1053
11/07/2025,01:59:42,30.4,48.3,1057
11/07/2025,01:59:45,30.5,48.3,1056
11/07/2025,01:59:48,30.5,48.3,1057
11/07/2025,01:59:52,30.5,48.3,1059
11/07/2025,01:59:55,30.5,48.3,1056
11/07/2025,01:59:58,30.5,48.3,1058
11/07/2025,02:00:01,30.5,48.3,1058
11/07/2025,02:00:04,30.5,48.3,1057
11/07/2025,02:00:07,30.5,48.3,1057
11/07/2025,02:00:10,30.5,48.3,1057
11/07/2025,02:00:14,30.5,48.3,1056
